text,label,stop_words
think easy feel afraid one considers nuclear weapon weather protest riot police reaction government response law passed,fear,14
feel like positive ball inspiration,joy,3
feel hopeless depressed,sadness,4
feel like way kinda shocked body changing calorie intake,surprise,7
lose best friend one make feel forever contented life eternally happy,joy,14
feel self fearless continuous,joy,6
feel rotten week hardly ever see wrote hopeless song never love girl like darling come wonderful thing never happened one touched heart question courage,sadness,37
open file im interested twenty minute read fiddle wonder im feeling creative,joy,9
feel blank mind stopping breaking weight,sadness,9
go flow always feel shitty fit best,sadness,9
feel like truth wasnt working lost patience felt would better trying please,sadness,21
never knew hurt feeling thought sarcastic return,anger,9
feel annoyed im afraid wont able speak well like,anger,9
feel resentful education rel bookmark feel resentful education class entry author href http liveagainsttheflow,anger,8
im really write whats brain want read tell im crazy stupid boring awesome genius feel free,joy,12
feeling shitty today,sadness,3
want sleep feel bad boy,sadness,9
feel though write often enough cruising life equally special way,joy,15
feel little foolish ever left duluth,sadness,4
feel like suspicious im happy see,fear,11
feel better almost tasting success,joy,4
even italian feel outraged stupidity ppl blog,anger,10
feel anguish family assaulted raped systematically assassinated u,fear,7
feel like popular feel confident,joy,8
feeling overwhelmed time poor,surprise,4
feel completely totally drained,sadness,3
feel mad feel angry feel callous lost confused feel cheap used unfaithful let start let start let start,anger,17
welcome feeling gone almost feel doomed,sadness,10
would estimate speak nepali feel intelligent speak english german feel intelligent spanish feel intelligent,joy,19
feel fearful seeing bridge emotional tith sam ath whose year old son died disaster told afp,fear,5
try care he party friend especially since doesnt usually take feel like he embarrassed doesnt want deal night fun glory cool,sadness,22
feel never escape something drawing attention forehead distressed imagine old age turn scrunching permanent wrinkle,fear,11
feel like distracted robot,anger,2
scanned several old blog post could still feel hurt,sadness,7
know tried new character yet universe feel much lively began hoping true new character well,joy,21
admit feel shaken,fear,5
im feeling relieved picked boy shut place seized dog happy gotten,joy,18
really want write still feel like ive useful day,joy,6
mess completely stressed feeling terrified wrong thing mi stepping way dishonoring upsetting medicine family participant quest,fear,21
felt towards dad growing think eerily parallel feel towards romantic interest,love,8
feel isolated unnatural yeah feel tense unnatural yeah feel uncaring unnatural,sadness,3
need everything push away boundary feel listless overwhelmed,sadness,9
continued way despite feeling bit strange flexy new shoe sweat soaked back,fear,7
feel despite pain make suspicious might,fear,9
dont want put pressure upon minor feel like would useful without,joy,10
started dew beyond positive showing south encourage writer experience level advancement feel comfortable sharing work,joy,13
feel terribly like cassandra locking attic barn write beloved journal warmed ginger cat mine huckleberry abelard,joy,10
posted lovely picture instagram feeling slightly rebellious walking plane feeling,anger,7
feel pathetic encased stiff unused limb mind plateau dream beyond,sadness,6
pleased pgce qualified teacher work make effort expense gain mine feel worthwhile,joy,9
feel like havent compassionate toward,love,9
feel knowledge would abused,sadness,4
feel thoroughly rotten,sadness,1
feel hate like never ever hated anyone like cant stop looking existing symbol,anger,10
one feeling punished,sadness,3
pretty sure took two horribly sounding word stuck together fat people would feel shamed fat,sadness,10
feel hot bothered worry worry boy worry,love,14
feel loved blessed thank allah,love,3
feel helpless overcome voice telling consistently firmly look disgusting huge,sadness,10
guess didnt feel need rescue son vicious man eater,anger,7
answer feeling clever,joy,2
im feeling frustrated novel progress right cant even decide,anger,8
especially feel strongly moment gina died fucked family could ever imagine wrote letter misgiving insecure time love enough,anger,25
almost feel hated everyone,anger,2
going loved made feel woman like could valuable stood chance told could get lazy bandaid better character could hope,joy,34
feel incredibly loved know baby cap,love,5
working cope day like today feel awful,sadness,12
im going let feel tender blog let go,love,8
feel still honoured deeply thankful granted opportunity,joy,9
feeling quite fond friend,love,4
feel much comfortable im trying dress certain way isnt really,joy,12
really wanted like one whilst couple performance setting made worth seeing developed way pedestrian best critically flawed feel less generous,love,19
feel gentle pull heart,love,4
got bad feeling ryodan plan leave alone long computer,sadness,12
get feeling genuinely liked appreciated place,love,8
tell honestly child generally trying come support help overcome circumstance rise feel experience field valuable beneficial,joy,26
yet meet cancer patient feel burdened poor self image unresolved conflict worry past emotional trauma still lingers subconscious,sadness,14
im sat work late shift putting finishing touch tomorrow paper feeling ever slightly delicate,love,8
alight front hotel feel bellman appreciative glance,joy,8
feel oh heart broke,sadness,4
feeling liked,love,8
didnt feel much like thats largely resolved,joy,4
tired feeling hurt,sadness,3
adress issue attempt reason may feel less threatened supported loved,fear,12
get depressed feel talented enough never create beautiful piece art,joy,12
wish crushing somebody much easier dislike emotional one hate one feel needy craving attention im trying ignore,sadness,20
feel afraid,fear,3
feel im much productive get less distracted feel much accomplished,joy,8
feel ok kai take emotion feeling today,joy,9
certain situation felt neglected undeservedly harmed,anger,5
find hard breathe sometimes feel little shaken day event,fear,8
think subconscious acknowledgement feeling towards eddie eg ignored,sadness,6
